symbol,epoch,close
R_100,09-05-2022 18:29:06,9113.88
R_100,09-05-2022 18:29:08,9114.91
R_100,09-05-2022 18:29:10,9117.97
R_100,09-05-2022 18:29:12,9119.7
R_100,09-05-2022 18:29:14,9118.47
R_100,09-05-2022 18:29:16,9121.78
R_100,09-05-2022 18:29:18,9120.43
R_100,09-05-2022 18:29:20,9119.58
R_100,09-05-2022 18:29:22,9120.89
R_100,09-05-2022 18:29:24,9122.77
R_100,09-05-2022 18:29:26,9123.84
R_100,09-05-2022 18:29:28,9125.97
R_100,09-05-2022 18:29:30,9123.01
R_100,09-05-2022 18:29:32,9123.54
R_100,09-05-2022 18:29:34,9124.1
R_100,09-05-2022 18:29:36,9122.26
R_100,09-05-2022 18:29:38,9120.47
R_100,09-05-2022 18:29:40,9119.61
R_100,09-05-2022 18:29:42,9117.52
R_100,09-05-2022 18:29:44,9118.3
R_100,09-05-2022 18:29:46,9118.82
R_100,09-05-2022 18:29:48,9119.94
R_100,09-05-2022 18:29:50,9117.93
R_100,09-05-2022 18:29:52,9121.53
R_100,09-05-2022 18:29:54,9119.12
R_100,09-05-2022 18:29:56,9119.54
R_100,09-05-2022 18:29:58,9122.71
R_100,09-05-2022 18:30:00,9122.07
R_100,09-05-2022 18:30:02,9120.49
R_100,09-05-2022 18:30:04,9117.34
R_100,09-05-2022 18:30:06,9113.46
R_100,09-05-2022 18:30:08,9113.11
R_100,09-05-2022 18:30:10,9111.85
R_100,09-05-2022 18:30:12,9112.26
R_100,09-05-2022 18:30:14,9111.87
R_100,09-05-2022 18:30:16,9109.4
R_100,09-05-2022 18:30:18,9112.39
R_100,09-05-2022 18:30:20,9112.18
R_100,09-05-2022 18:30:22,9112.89
R_100,09-05-2022 18:30:24,9116.76
R_100,09-05-2022 18:30:26,9120.11
R_100,09-05-2022 18:30:28,9124.65
R_100,09-05-2022 18:30:30,9124.18
R_100,09-05-2022 18:30:32,9122.24
R_100,09-05-2022 18:30:34,9126.17
R_100,09-05-2022 18:30:36,9128.58
R_100,09-05-2022 18:30:38,9128.48
R_100,09-05-2022 18:30:40,9127.55
R_100,09-05-2022 18:30:42,9128.57
R_100,09-05-2022 18:30:44,9129.19
R_100,09-05-2022 18:30:46,9126.81
R_100,09-05-2022 18:30:48,9125.8
R_100,09-05-2022 18:30:50,9127.92
R_100,09-05-2022 18:30:52,9125.55
R_100,09-05-2022 18:30:54,9122.5
R_100,09-05-2022 18:30:56,9122.44
R_100,09-05-2022 18:30:58,9124.76
R_100,09-05-2022 18:31:00,9128.28
R_100,09-05-2022 18:31:02,9128.17
R_100,09-05-2022 18:31:04,9130.57
R_100,09-05-2022 18:31:06,9126.33
R_100,09-05-2022 18:31:08,9120.5
R_100,09-05-2022 18:31:10,9121.17
R_100,09-05-2022 18:31:12,9120.56
R_100,09-05-2022 18:31:14,9119.32
R_100,09-05-2022 18:31:16,9118.79
R_100,09-05-2022 18:31:18,9119.04
R_100,09-05-2022 18:31:20,9125.37
R_100,09-05-2022 18:31:22,9123.34
R_100,09-05-2022 18:31:24,9120.35
R_100,09-05-2022 18:31:26,9125.16
R_100,09-05-2022 18:31:28,9123.86
R_100,09-05-2022 18:31:30,9124.92
R_100,09-05-2022 18:31:32,9124.89
R_100,09-05-2022 18:31:34,9121.91
R_100,09-05-2022 18:31:36,9123.51
R_100,09-05-2022 18:31:38,9122.82
R_100,09-05-2022 18:31:40,9122.64
R_100,09-05-2022 18:31:42,9122.01
R_100,09-05-2022 18:31:44,9122.06
R_100,09-05-2022 18:31:46,9118.49
R_100,09-05-2022 18:31:48,9116.03
R_100,09-05-2022 18:31:50,9119.01
R_100,09-05-2022 18:31:52,9118.33
R_100,09-05-2022 18:31:54,9122.82
R_100,09-05-2022 18:31:56,9124.36
R_100,09-05-2022 18:31:58,9127.06
R_100,09-05-2022 18:32:00,9125.36
R_100,09-05-2022 18:32:02,9125.02
R_100,09-05-2022 18:32:04,9121.38
R_100,09-05-2022 18:32:06,9122.64
R_100,09-05-2022 18:32:08,9118.59
R_100,09-05-2022 18:32:10,9116.85
R_100,09-05-2022 18:32:12,9116.67
R_100,09-05-2022 18:32:14,9115.49
R_100,09-05-2022 18:32:16,9116.08
R_100,09-05-2022 18:32:18,9112.83
R_100,09-05-2022 18:32:20,9113.12
R_100,09-05-2022 18:32:22,9113.2
R_100,09-05-2022 18:32:24,9112.08
R_100,09-05-2022 18:32:26,9109.38
R_100,09-05-2022 18:32:28,9106.85
R_100,09-05-2022 18:32:30,9110.3
R_100,09-05-2022 18:32:32,9110.75
R_100,09-05-2022 18:32:34,9107.75
R_100,09-05-2022 18:32:36,9107.39
R_100,09-05-2022 18:32:38,9109.62
R_100,09-05-2022 18:32:40,9109.63
R_100,09-05-2022 18:32:42,9109.71
R_100,09-05-2022 18:32:44,9112.02
R_100,09-05-2022 18:32:46,9112.34
R_100,09-05-2022 18:32:48,9111.82
R_100,09-05-2022 18:32:50,9111.67
R_100,09-05-2022 18:32:52,9109.58
R_100,09-05-2022 18:32:54,9110.74
R_100,09-05-2022 18:32:56,9114.62
R_100,09-05-2022 18:32:58,9113.1
R_100,09-05-2022 18:33:00,9111.63
R_100,09-05-2022 18:33:02,9113.35
R_100,09-05-2022 18:33:04,9112.63
R_100,09-05-2022 18:33:06,9115.2
R_100,09-05-2022 18:33:08,9117.94
R_100,09-05-2022 18:33:10,9116.01
R_100,09-05-2022 18:33:12,9116.94
R_100,09-05-2022 18:33:14,9109.74
R_100,09-05-2022 18:33:16,9112.38
R_100,09-05-2022 18:33:18,9108.3
R_100,09-05-2022 18:33:20,9109.39
R_100,09-05-2022 18:33:22,9107.44
R_100,09-05-2022 18:33:24,9108
R_100,09-05-2022 18:33:26,9106.76
R_100,09-05-2022 18:33:28,9104.93
R_100,09-05-2022 18:33:30,9103.65
R_100,09-05-2022 18:33:32,9105.13
R_100,09-05-2022 18:33:34,9102.3
R_100,09-05-2022 18:33:36,9098.32
R_100,09-05-2022 18:33:38,9097.62
R_100,09-05-2022 18:33:40,9098.91
R_100,09-05-2022 18:33:42,9099.34
R_100,09-05-2022 18:33:44,9098.47
R_100,09-05-2022 18:33:46,9096.34
R_100,09-05-2022 18:33:48,9102.11
R_100,09-05-2022 18:33:50,9100.95
R_100,09-05-2022 18:33:52,9099.53
R_100,09-05-2022 18:33:54,9103.05
R_100,09-05-2022 18:33:56,9101.34
R_100,09-05-2022 18:33:58,9103.56
R_100,09-05-2022 18:34:00,9103.39
R_100,09-05-2022 18:34:02,9107.23
R_100,09-05-2022 18:34:04,9111.09
R_100,09-05-2022 18:34:06,9109.7
R_100,09-05-2022 18:34:08,9109.13
R_100,09-05-2022 18:34:10,9109.79
R_100,09-05-2022 18:34:12,9110.66
R_100,09-05-2022 18:34:14,9112.47
R_100,09-05-2022 18:34:16,9111.43
R_100,09-05-2022 18:34:18,9107.99
R_100,09-05-2022 18:34:20,9107.52
R_100,09-05-2022 18:34:22,9105.71
R_100,09-05-2022 18:34:24,9107.78
R_100,09-05-2022 18:34:26,9106.35
R_100,09-05-2022 18:34:28,9105.68
R_100,09-05-2022 18:34:30,9106.77
R_100,09-05-2022 18:34:32,9107.68
R_100,09-05-2022 18:34:34,9108.28
R_100,09-05-2022 18:34:36,9107.82
R_100,09-05-2022 18:34:38,9106.76
R_100,09-05-2022 18:34:40,9107.75
R_100,09-05-2022 18:34:42,9109.66
R_100,09-05-2022 18:34:44,9107.1
R_100,09-05-2022 18:34:46,9107.62
R_100,09-05-2022 18:34:48,9107.03
R_100,09-05-2022 18:34:50,9103.26
R_100,09-05-2022 18:34:52,9101.3
R_100,09-05-2022 18:34:54,9103.17
R_100,09-05-2022 18:34:56,9107.56
R_100,09-05-2022 18:34:58,9113.67
R_100,09-05-2022 18:35:00,9113.12
R_100,09-05-2022 18:35:02,9113.27
R_100,09-05-2022 18:35:04,9110.52
R_100,09-05-2022 18:35:06,9107.77
R_100,09-05-2022 18:35:08,9108.28
R_100,09-05-2022 18:35:10,9108.95
R_100,09-05-2022 18:35:12,9110.59
R_100,09-05-2022 18:35:14,9111.56
R_100,09-05-2022 18:35:16,9110.59
R_100,09-05-2022 18:35:18,9111.77
R_100,09-05-2022 18:35:20,9111.23
R_100,09-05-2022 18:35:22,9111.79
R_100,09-05-2022 18:35:24,9108.88
R_100,09-05-2022 18:35:26,9109.84
R_100,09-05-2022 18:35:28,9107.84
R_100,09-05-2022 18:35:30,9107.55
R_100,09-05-2022 18:35:32,9110.49
R_100,09-05-2022 18:35:34,9110.32
R_100,09-05-2022 18:35:36,9108.69
R_100,09-05-2022 18:35:38,9107.8
R_100,09-05-2022 18:35:40,9109.07
R_100,09-05-2022 18:35:42,9105.37
R_100,09-05-2022 18:35:44,9097.86
R_100,09-05-2022 18:35:46,9097.84
R_100,09-05-2022 18:35:48,9099.77
R_100,09-05-2022 18:35:50,9098.03
R_100,09-05-2022 18:35:52,9097.49
R_100,09-05-2022 18:35:54,9095.3
R_100,09-05-2022 18:35:56,9096.15
R_100,09-05-2022 18:35:58,9097.41
R_100,09-05-2022 18:36:00,9095.24
R_100,09-05-2022 18:36:02,9092.26
R_100,09-05-2022 18:36:04,9094.05
R_100,09-05-2022 18:36:06,9095.38
R_100,09-05-2022 18:36:08,9093.24
R_100,09-05-2022 18:36:10,9093.4
R_100,09-05-2022 18:36:12,9090.77
R_100,09-05-2022 18:36:14,9095.82
R_100,09-05-2022 18:36:16,9090.98
R_100,09-05-2022 18:36:18,9087.92
R_100,09-05-2022 18:36:20,9088.19
R_100,09-05-2022 18:36:22,9087.51
R_100,09-05-2022 18:36:24,9086.64
R_100,09-05-2022 18:36:26,9088.01
R_100,09-05-2022 18:36:28,9088.52
R_100,09-05-2022 18:36:30,9088.17
R_100,09-05-2022 18:36:32,9090.29
R_100,09-05-2022 18:36:34,9089.31
R_100,09-05-2022 18:36:36,9088.34
R_100,09-05-2022 18:36:38,9083.18
R_100,09-05-2022 18:36:40,9084.68
R_100,09-05-2022 18:36:42,9085.67
R_100,09-05-2022 18:36:44,9089.53
R_100,09-05-2022 18:36:46,9091.67
R_100,09-05-2022 18:36:48,9092.72
R_100,09-05-2022 18:36:50,9089.61
R_100,09-05-2022 18:36:52,9091.1
R_100,09-05-2022 18:36:54,9092.53
R_100,09-05-2022 18:36:56,9093.26
R_100,09-05-2022 18:36:58,9093.97
R_100,09-05-2022 18:37:00,9096.59
R_100,09-05-2022 18:37:02,9094.05
R_100,09-05-2022 18:37:04,9096.41
R_100,09-05-2022 18:37:06,9094.99
R_100,09-05-2022 18:37:08,9098.79
R_100,09-05-2022 18:37:10,9092.37
R_100,09-05-2022 18:37:12,9091.25
R_100,09-05-2022 18:37:14,9093.93
R_100,09-05-2022 18:37:16,9094.49
R_100,09-05-2022 18:37:18,9093.23
R_100,09-05-2022 18:37:20,9095.63
R_100,09-05-2022 18:37:22,9092.26
R_100,09-05-2022 18:37:24,9092.51
R_100,09-05-2022 18:37:26,9090.32
R_100,09-05-2022 18:37:28,9088.51
R_100,09-05-2022 18:37:30,9089.49
R_100,09-05-2022 18:37:32,9093.12
R_100,09-05-2022 18:37:34,9090.25
R_100,09-05-2022 18:37:36,9087.7
R_100,09-05-2022 18:37:38,9085.93
R_100,09-05-2022 18:37:40,9082.34
R_100,09-05-2022 18:37:42,9086.5
R_100,09-05-2022 18:37:44,9088.45
R_100,09-05-2022 18:37:46,9092.31
R_100,09-05-2022 18:37:48,9087.78
R_100,09-05-2022 18:37:50,9082.22
R_100,09-05-2022 18:37:52,9079.61
R_100,09-05-2022 18:37:54,9078.54
R_100,09-05-2022 18:37:56,9081.4
R_100,09-05-2022 18:37:58,9081.24
R_100,09-05-2022 18:38:00,9078.23
R_100,09-05-2022 18:38:02,9077.21
R_100,09-05-2022 18:38:04,9077.99
R_100,09-05-2022 18:38:06,9078.58
R_100,09-05-2022 18:38:08,9080.77
R_100,09-05-2022 18:38:10,9083.41
R_100,09-05-2022 18:38:12,9079.9
R_100,09-05-2022 18:38:14,9080.81
R_100,09-05-2022 18:38:16,9079.96
R_100,09-05-2022 18:38:18,9074.79
R_100,09-05-2022 18:38:20,9075.95
R_100,09-05-2022 18:38:22,9077.18
R_100,09-05-2022 18:38:24,9077.06
R_100,09-05-2022 18:38:26,9075.49
R_100,09-05-2022 18:38:28,9074.42
R_100,09-05-2022 18:38:30,9077.83
R_100,09-05-2022 18:38:32,9079.91
R_100,09-05-2022 18:38:34,9082.15
R_100,09-05-2022 18:38:36,9082.33
R_100,09-05-2022 18:38:38,9085.83
R_100,09-05-2022 18:38:40,9084.78
R_100,09-05-2022 18:38:42,9088.68
R_100,09-05-2022 18:38:44,9086.89
R_100,09-05-2022 18:38:46,9084.46
R_100,09-05-2022 18:38:48,9084.06
R_100,09-05-2022 18:38:50,9081.52
R_100,09-05-2022 18:38:52,9081.51
R_100,09-05-2022 18:38:54,9080.65
R_100,09-05-2022 18:38:56,9078.47
R_100,09-05-2022 18:38:58,9079.86
R_100,09-05-2022 18:39:00,9078
R_100,09-05-2022 18:39:02,9078.06
R_100,09-05-2022 18:39:04,9077.02
R_100,09-05-2022 18:39:06,9077.76
R_100,09-05-2022 18:39:08,9076.19
R_100,09-05-2022 18:39:10,9077.55
R_100,09-05-2022 18:39:12,9073.94
R_100,09-05-2022 18:39:14,9072.19
R_100,09-05-2022 18:39:16,9070.96
R_100,09-05-2022 18:39:18,9070.58
R_100,09-05-2022 18:39:20,9071.18
R_100,09-05-2022 18:39:22,9071.69
R_100,09-05-2022 18:39:24,9070.34
R_100,09-05-2022 18:39:26,9072.93
R_100,09-05-2022 18:39:28,9071.95
R_100,09-05-2022 18:39:30,9071.57
R_100,09-05-2022 18:39:32,9074.79
R_100,09-05-2022 18:39:34,9074.98
R_100,09-05-2022 18:39:36,9075.3
R_100,09-05-2022 18:39:38,9074.81
R_100,09-05-2022 18:39:40,9075.42
R_100,09-05-2022 18:39:42,9074.86
R_100,09-05-2022 18:39:44,9071.42
R_100,09-05-2022 18:39:46,9071.68
R_100,09-05-2022 18:39:48,9074.49
R_100,09-05-2022 18:39:50,9072.49
R_100,09-05-2022 18:39:52,9071.98
R_100,09-05-2022 18:39:54,9073.02
R_100,09-05-2022 18:39:56,9072.22
R_100,09-05-2022 18:39:58,9071.09
R_100,09-05-2022 18:40:00,9073.62
R_100,09-05-2022 18:40:02,9074.71
R_100,09-05-2022 18:40:04,9076.55
R_100,09-05-2022 18:40:06,9070.89
R_100,09-05-2022 18:40:08,9069.51
R_100,09-05-2022 18:40:10,9073.09
R_100,09-05-2022 18:40:12,9073.48
R_100,09-05-2022 18:40:14,9072.34
R_100,09-05-2022 18:40:16,9068.89
R_100,09-05-2022 18:40:18,9071.08
R_100,09-05-2022 18:40:20,9071.06
R_100,09-05-2022 18:40:22,9069.37
R_100,09-05-2022 18:40:24,9067.95
R_100,09-05-2022 18:40:26,9068.18
R_100,09-05-2022 18:40:28,9067.89
R_100,09-05-2022 18:40:30,9070.51
R_100,09-05-2022 18:40:32,9065.03
R_100,09-05-2022 18:40:34,9061.16
R_100,09-05-2022 18:40:36,9061.96
R_100,09-05-2022 18:40:38,9065.02
R_100,09-05-2022 18:40:40,9066.82
R_100,09-05-2022 18:40:42,9063.77
R_100,09-05-2022 18:40:44,9066.88
R_100,09-05-2022 18:40:46,9066.45
R_100,09-05-2022 18:40:48,9067.66
R_100,09-05-2022 18:40:50,9067.11
R_100,09-05-2022 18:40:52,9069.52
R_100,09-05-2022 18:40:54,9070.38
R_100,09-05-2022 18:40:56,9069.6
R_100,09-05-2022 18:40:58,9068.99
R_100,09-05-2022 18:41:00,9070.32
R_100,09-05-2022 18:41:02,9068.69
R_100,09-05-2022 18:41:04,9065.92
R_100,09-05-2022 18:41:06,9067.92
R_100,09-05-2022 18:41:08,9064.29
R_100,09-05-2022 18:41:10,9071
R_100,09-05-2022 18:41:12,9071.48
R_100,09-05-2022 18:41:14,9073.58
R_100,09-05-2022 18:41:16,9072.38
R_100,09-05-2022 18:41:18,9074.77
R_100,09-05-2022 18:41:20,9077.79
R_100,09-05-2022 18:41:22,9076.06
R_100,09-05-2022 18:41:24,9078.23
R_100,09-05-2022 18:41:26,9075.86
R_100,09-05-2022 18:41:28,9080.73
R_100,09-05-2022 18:41:30,9083.35
R_100,09-05-2022 18:41:32,9080.87
R_100,09-05-2022 18:41:34,9083.4
R_100,09-05-2022 18:41:36,9084.53
R_100,09-05-2022 18:41:38,9082.94
R_100,09-05-2022 18:41:40,9081.39
R_100,09-05-2022 18:41:42,9081.83
R_100,09-05-2022 18:41:44,9083.06
R_100,09-05-2022 18:41:46,9076.59
R_100,09-05-2022 18:41:48,9080.33
R_100,09-05-2022 18:41:50,9080.05
R_100,09-05-2022 18:41:52,9077.74
R_100,09-05-2022 18:41:54,9079.33
R_100,09-05-2022 18:41:56,9080.62
R_100,09-05-2022 18:41:58,9078.32
R_100,09-05-2022 18:42:00,9082.36
R_100,09-05-2022 18:42:02,9078.3
R_100,09-05-2022 18:42:04,9075.14
R_100,09-05-2022 18:42:06,9074.45
R_100,09-05-2022 18:42:08,9073.07
R_100,09-05-2022 18:42:10,9071.48
R_100,09-05-2022 18:42:12,9073.38
R_100,09-05-2022 18:42:14,9075.46
R_100,09-05-2022 18:42:16,9076.33
R_100,09-05-2022 18:42:18,9076.3
R_100,09-05-2022 18:42:20,9078.74
R_100,09-05-2022 18:42:22,9077.15
R_100,09-05-2022 18:42:24,9080.28
R_100,09-05-2022 18:42:26,9078.25
R_100,09-05-2022 18:42:28,9079.58
R_100,09-05-2022 18:42:30,9078.15
R_100,09-05-2022 18:42:32,9078.37
R_100,09-05-2022 18:42:34,9077.56
R_100,09-05-2022 18:42:36,9077.47
R_100,09-05-2022 18:42:38,9078.3
R_100,09-05-2022 18:42:40,9076.52
R_100,09-05-2022 18:42:42,9077.25
R_100,09-05-2022 18:42:44,9077.19
R_100,09-05-2022 18:42:46,9079.47
R_100,09-05-2022 18:42:48,9076.31
R_100,09-05-2022 18:42:50,9076.33
R_100,09-05-2022 18:42:52,9077.94
R_100,09-05-2022 18:42:54,9073.89
R_100,09-05-2022 18:42:56,9072.44
R_100,09-05-2022 18:42:58,9074.46
R_100,09-05-2022 18:43:00,9072.09
R_100,09-05-2022 18:43:02,9070.82
R_100,09-05-2022 18:43:04,9073.16
R_100,09-05-2022 18:43:06,9073.33
R_100,09-05-2022 18:43:08,9070.22
R_100,09-05-2022 18:43:10,9075.7
R_100,09-05-2022 18:43:12,9079.34
R_100,09-05-2022 18:43:14,9078.96
R_100,09-05-2022 18:43:16,9077.86
R_100,09-05-2022 18:43:18,9077.96
R_100,09-05-2022 18:43:20,9081.11
R_100,09-05-2022 18:43:22,9078.39
R_100,09-05-2022 18:43:24,9076.93
R_100,09-05-2022 18:43:26,9076.27
R_100,09-05-2022 18:43:28,9076.52
R_100,09-05-2022 18:43:30,9078.16
R_100,09-05-2022 18:43:32,9078.37
R_100,09-05-2022 18:43:34,9082.41
R_100,09-05-2022 18:43:36,9083
R_100,09-05-2022 18:43:38,9083.22
R_100,09-05-2022 18:43:40,9084.83
R_100,09-05-2022 18:43:42,9082.32
R_100,09-05-2022 18:43:44,9077.78
R_100,09-05-2022 18:43:46,9077.24
R_100,09-05-2022 18:43:48,9075.38
R_100,09-05-2022 18:43:50,9078.48
R_100,09-05-2022 18:43:52,9078.69
R_100,09-05-2022 18:43:54,9075.2
R_100,09-05-2022 18:43:56,9075.99
R_100,09-05-2022 18:43:58,9073.85
R_100,09-05-2022 18:44:00,9075.68
R_100,09-05-2022 18:44:02,9075.62
R_100,09-05-2022 18:44:04,9078.15
R_100,09-05-2022 18:44:06,9077.19
R_100,09-05-2022 18:44:08,9080.24
R_100,09-05-2022 18:44:10,9082.62
R_100,09-05-2022 18:44:12,9081.43
R_100,09-05-2022 18:44:14,9082.11
R_100,09-05-2022 18:44:16,9083.99
R_100,09-05-2022 18:44:18,9080.71
R_100,09-05-2022 18:44:20,9087.24
R_100,09-05-2022 18:44:22,9085.82
R_100,09-05-2022 18:44:24,9087.29
