open,high,low,close
4490.519,4490.519,4490.059,4490.059
4490.043,4490.043,4489.492,4489.492
4489.471,4489.471,4488.92,4488.92
4488.903,4488.903,4488.362,4488.362
4488.345,4488.345,4487.838,4487.838
4487.814,4487.814,4487.229,4487.229
4487.226,4488.61,4487.065,4488.335
4488.328,4488.328,4487.764,4487.764
4487.759,4487.759,4487.222,4487.222
4487.215,4487.215,4486.69,4486.69
4486.683,4486.683,4486.146,4486.146
4486.122,4486.122,4485.577,4485.577
4485.57,4485.57,4485.101,4485.101
4485.095,4485.095,4484.605,4484.605
4484.59,4484.59,4484.032,4484.032
4484.028,4484.028,4483.428,4483.428
4483.425,4483.425,4482.863,4482.863
4482.858,4482.858,4482.368,4482.368
4482.355,4482.355,4481.791,4481.791
4481.784,4481.784,4481.271,4481.271
4481.252,4481.252,4480.681,4480.681
4480.68,4480.68,4480.146,4480.146
4480.137,4480.137,4479.589,4479.589
4479.578,4479.578,4479.1,4479.1
4479.085,4479.085,4478.6,4478.6
4478.597,4478.597,4478.071,4478.071
4478.06,4478.06,4477.536,4477.536
4477.525,4477.525,4477.019,4477.019
4477.003,4477.003,4476.465,4476.465
4476.46,4476.46,4475.989,4475.989
4475.981,4475.981,4475.475,4475.475
4475.465,4475.465,4474.86,4474.86
4474.859,4474.859,4474.336,4474.336
4474.33,4474.33,4473.802,4473.802
4473.801,4473.801,4473.342,4473.342
4473.332,4473.332,4472.753,4472.753
4472.738,4476.166,4472.619,4475.771
4475.769,4475.769,4475.288,4475.288
4475.288,4475.288,4474.822,4474.822
4474.81,4480.37,4474.456,4480.184
4480.166,4480.166,4479.569,4479.569
4479.561,4479.561,4479.039,4479.039
4479.038,4479.038,4478.516,4478.516
4478.497,4478.497,4478.004,4478.004
4477.998,4477.998,4477.478,4477.478
4477.47,4477.47,4476.986,4476.986
4476.97,4476.97,4476.398,4476.398
4476.393,4476.393,4475.922,4475.922
4475.91,4475.91,4475.247,4475.247
4475.243,4475.243,4474.741,4474.741
4474.738,4474.738,4474.089,4474.089
4474.075,4474.075,4473.512,4473.512
4473.505,4473.505,4473.018,4473.018
4473.016,4473.016,4472.452,4472.452
4472.443,4472.443,4471.97,4471.97
4471.966,4471.966,4471.418,4471.418
4471.399,4471.399,4470.891,4470.891
4470.889,4470.889,4470.343,4470.343
4470.329,4470.329,4469.733,4469.733
4469.722,4469.722,4469.19,4469.19
4469.183,4469.183,4468.676,4468.676
4468.669,4468.669,4468.177,4468.177
4468.176,4468.176,4467.603,4467.603
4467.598,4467.598,4467.182,4467.182
4467.167,4467.167,4466.653,4466.653
4466.648,4466.648,4466.153,4466.153
4466.144,4466.144,4465.667,4465.667
4465.665,4473.711,4465.568,4473.248
4473.228,4475.072,4473.117,4474.953
4474.951,4476.055,4474.799,4475.722
4475.714,4475.714,4475.206,4475.206
4475.202,4475.202,4474.785,4474.785
4474.777,4474.777,4474.272,4474.272
4474.272,4474.272,4473.749,4473.749
4473.746,4473.746,4473.203,4473.203
4473.198,4473.198,4472.708,4472.708
4472.684,4472.684,4472.122,4472.122
4472.117,4472.117,4471.591,4471.591
4471.579,4471.579,4471.088,4471.088
4471.069,4471.069,4470.552,4470.552
4470.542,4470.542,4469.985,4469.985
4469.984,4469.984,4469.468,4469.468
4469.457,4476.026,4468.935,4476.008
4476.005,4476.65,4475.841,4476.267
4476.254,4476.254,4475.74,4475.74
4475.712,4475.712,4475.257,4475.257
4475.244,4476.824,4474.965,4476.625
4476.622,4476.622,4476.141,4476.141
4476.134,4486.352,4476.112,4485.874
4485.874,4485.874,4485.414,4485.414
4485.4,4485.4,4484.861,4484.861
4484.846,4484.846,4484.262,4484.262
4484.247,4484.247,4483.654,4483.654
4483.644,4483.644,4483.136,4483.136
4483.122,4483.122,4482.604,4482.604
4482.586,4482.586,4482.063,4482.063
4482.058,4482.058,4481.545,4481.545
4481.54,4481.54,4480.97,4480.97
4480.965,4480.965,4480.459,4480.459
4480.457,4480.457,4479.891,4479.891
4479.869,4479.869,4479.305,4479.305
4479.304,4480.154,4479.085,4479.864
4479.858,4480.276,4479.657,4479.954
4479.943,4479.943,4479.425,4479.425
4479.407,4479.407,4478.831,4478.831
4478.812,4478.812,4478.295,4478.295
4478.285,4478.285,4477.7,4477.7
4477.676,4477.676,4477.229,4477.229
4477.226,4477.226,4476.779,4476.779
4476.766,4476.766,4476.261,4476.261
4476.249,4476.249,4475.706,4475.706
4475.694,4475.694,4475.138,4475.138
4475.133,4475.133,4474.606,4474.606
4474.599,4474.599,4474.141,4474.141
4474.136,4474.136,4473.625,4473.625
4473.609,4473.609,4473.068,4473.068
4473.055,4473.055,4472.437,4472.437
4472.43,4472.43,4471.879,4471.879
4471.876,4471.876,4471.345,4471.345
4471.326,4471.326,4470.813,4470.813
4470.796,4470.796,4470.236,4470.236
4470.234,4470.234,4469.732,4469.732
4469.724,4469.724,4469.217,4469.217
4469.201,4475.96,4468.811,4475.868
4476.284,4476.284,4475.675,4475.675
4475.672,4475.672,4475.14,4475.14
4475.124,4478.183,4474.676,4478.161
4478.142,4478.142,4477.596,4477.596
4477.574,4477.574,4476.95,4476.95
4476.946,4476.946,4476.416,4476.416
4476.409,4476.409,4475.9,4475.9
4475.884,4475.884,4475.374,4475.374
4475.358,4475.358,4474.812,4474.812
4474.8,4474.8,4474.225,4474.225
4474.212,4474.212,4473.734,4473.734
4473.715,4473.715,4473.2,4473.2
4473.18,4473.18,4472.578,4472.578
4472.563,4472.563,4472.092,4472.092
4472.077,4472.077,4471.585,4471.585
4471.581,4471.581,4471.049,4471.049
4471.035,4471.035,4470.468,4470.468
4470.465,4470.465,4470.027,4470.027
4470.022,4470.022,4469.528,4469.528
4469.522,4469.522,4469.063,4469.063
4469.051,4469.051,4468.475,4468.475
4468.454,4468.454,4467.819,4467.819
4467.803,4467.803,4467.323,4467.323
4467.31,4467.31,4466.749,4466.749
4466.739,4466.739,4466.206,4466.206
4466.203,4466.203,4465.673,4465.673
4465.672,4466.139,4465.459,4465.826
4465.811,4467.842,4465.399,4467.729
4467.72,4467.72,4467.206,4467.206
4467.202,4467.202,4466.717,4466.717
4466.713,4466.713,4466.234,4466.234
4466.232,4466.232,4465.696,4465.696
4465.691,4465.691,4465.165,4465.165
4465.153,4467.116,4464.698,4467.089
4467.074,4467.074,4466.641,4466.641
4466.628,4466.628,4466.112,4466.112
4466.106,4466.106,4465.644,4465.644
4465.634,4465.634,4465.092,4465.092
4465.082,4465.082,4464.603,4464.603
4464.595,4464.595,4464.056,4464.056
4464.054,4464.054,4463.508,4463.508
4463.49,4463.49,4462.879,4462.879
4462.863,4462.863,4462.283,4462.283
4462.276,4462.276,4461.759,4461.759
4461.738,4461.738,4461.16,4461.16
4461.147,4461.147,4460.586,4460.586
4460.577,4460.577,4460.043,4460.043
4460.025,4461.402,4459.882,4461.056
4461.044,4461.044,4460.499,4460.499
4460.485,4460.485,4459.924,4459.924
4459.912,4459.912,4459.349,4459.349
4459.339,4459.339,4458.807,4458.807
4458.799,4458.799,4458.37,4458.37
4458.357,4458.357,4457.886,4457.886
4457.884,4457.884,4457.347,4457.347
4457.336,4457.336,4456.792,4456.792
4456.781,4456.781,4456.184,4456.184
4456.177,4456.177,4455.698,4455.698
4455.686,4455.686,4455.216,4455.216
4455.199,4455.199,4454.635,4454.635
4454.625,4454.625,4454.044,4454.044
4454.035,4459.969,4453.5,4459.953
4459.941,4459.941,4459.421,4459.421
4459.414,4459.414,4458.823,4458.823
4458.817,4458.817,4458.245,4458.245
4458.226,4462.628,4457.808,4462.514
4462.509,4462.509,4462.011,4462.011
4462.003,4462.003,4461.519,4461.519
4461.512,4461.512,4461.053,4461.053
4461.033,4461.033,4460.534,4460.534
4460.53,4460.53,4459.908,4459.908
4459.888,4459.888,4459.319,4459.319
4459.303,4459.303,4458.731,4458.731
4458.724,4458.724,4458.093,4458.093
4458.081,4458.081,4457.576,4457.576
4457.563,4457.563,4457.027,4457.027
4457.02,4464.585,4456.917,4464.246
4464.235,4464.235,4463.706,4463.706
4463.696,4463.696,4463.159,4463.159
4463.142,4463.142,4462.597,4462.597
4462.575,4462.575,4462.023,4462.023
4462.017,4462.017,4461.506,4461.506
4461.495,4464.519,4461.156,4464.321
4464.317,4464.317,4463.805,4463.805
4463.792,4463.792,4463.251,4463.251
4463.242,4470.834,4463.014,4470.527
4470.519,4470.519,4469.972,4469.972
4469.967,4469.967,4469.486,4469.486
4469.473,4469.473,4468.871,4468.871
4468.871,4468.871,4468.374,4468.374
4468.369,4468.369,4467.889,4467.889
4467.874,4467.874,4467.39,4467.39
4467.372,4467.372,4466.812,4466.812
4466.806,4466.806,4466.32,4466.32
4466.311,4466.311,4465.829,4465.829
4465.822,4465.822,4465.307,4465.307
4465.299,4465.299,4464.792,4464.792
4464.775,4464.775,4464.214,4464.214
4464.208,4464.208,4463.728,4463.728
4463.705,4471.225,4463.438,4471.018
4471.005,4471.005,4470.471,4470.471
4470.46,4470.46,4469.941,4469.941
4469.929,4469.929,4469.392,4469.392
4469.388,4469.388,4468.82,4468.82
4468.81,4468.81,4468.272,4468.272
4468.264,4477.266,4467.949,4477.101
4477.1,4477.1,4476.638,4476.638
4476.629,4476.629,4476.144,4476.144
4476.14,4476.14,4475.563,4475.563
4475.555,4475.555,4475.019,4475.019
4475.018,4475.018,4474.581,4474.581
4474.58,4474.58,4474.056,4474.056
4474.051,4474.051,4473.559,4473.559
4473.545,4473.545,4473.11,4473.11
4473.109,4473.109,4472.561,4472.561
4472.55,4472.55,4472.009,4472.009
4471.987,4471.987,4471.563,4471.563
4471.558,4471.558,4471.049,4471.049
4471.048,4471.048,4470.518,4470.518
4470.511,4470.511,4469.995,4469.995
4469.985,4476.408,4469.811,4476.078
4476.064,4480.874,4475.845,4480.589
4480.574,4484.841,4480.349,4484.554
4484.541,4484.541,4483.997,4483.997
4483.995,4483.995,4483.46,4483.46
4483.456,4483.456,4482.864,4482.864
4482.858,4482.858,4482.413,4482.413
4482.393,4482.393,4481.883,4481.883
4481.877,4481.877,4481.367,4481.367
4481.351,4481.351,4480.794,4480.794
4480.793,4480.793,4480.326,4480.326
4480.315,4480.315,4479.801,4479.801
4479.793,4479.793,4479.345,4479.345
4479.343,4479.343,4478.829,4478.829
4478.815,4478.815,4478.283,4478.283
4478.264,4478.264,4477.72,4477.72
4477.702,4477.702,4477.204,4477.204
4477.202,4477.202,4476.672,4476.672
4476.653,4476.653,4476.153,4476.153
4476.15,4477.439,4475.585,4477.439
4477.437,4477.437,4476.873,4476.873
4476.863,4476.863,4476.338,4476.338
4476.334,4486.54,4475.93,4486.507
4486.496,4486.496,4485.881,4485.881
4485.87,4485.87,4485.397,4485.397
4485.381,4488.882,4485.235,4488.476
4488.454,4488.454,4487.913,4487.913
4487.911,4487.911,4487.407,4487.407
4487.393,4487.393,4486.893,4486.893
4486.885,4492.242,4486.81,4491.854
4491.851,4491.851,4491.255,4491.255
4491.239,4491.239,4490.772,4490.772
4490.768,4490.768,4490.168,4490.168
4490.158,4490.158,4489.635,4489.635
4489.63,4489.63,4489.158,4489.158
4489.149,4489.149,4488.585,4488.585
4488.585,4488.585,4488.128,4488.128
4488.118,4488.118,4487.522,4487.522
4487.521,4493.65,4487.107,4493.597
4493.59,4494.548,4493.292,4494.27
4494.257,4494.257,4493.804,4493.804
4493.804,4493.804,4493.192,4493.192
4493.186,4501.271,4492.84,4501.182
4501.179,4501.179,4500.644,4500.644
4500.639,4500.639,4500.035,4500.035
4500.024,4500.218,4499.63,4500.105
4500.098,4500.098,4499.574,4499.574
4499.563,4499.563,4499.077,4499.077
4499.065,4499.065,4498.562,4498.562
4498.544,4498.544,4498.088,4498.088
4498.084,4498.084,4497.599,4497.599
4497.591,4497.591,4497.1,4497.1
4497.095,4497.095,4496.526,4496.526
4496.523,4496.523,4496.007,4496.007
4496.002,4502.485,4495.62,4502.357
4502.356,4502.356,4501.775,4501.775
4501.766,4501.766,4501.277,4501.277
4501.266,4501.266,4500.774,4500.774
4500.77,4500.77,4500.266,4500.266
4500.262,4500.262,4499.735,4499.735
4499.725,4499.725,4499.231,4499.231
4499.228,4503.14,4499.129,4502.737
4502.718,4502.718,4502.239,4502.239
4502.228,4502.228,4501.747,4501.747
4501.74,4501.74,4501.207,4501.207
4501.191,4501.191,4500.645,4500.645
4500.644,4500.644,4500.069,4500.069
4500.066,4500.066,4499.549,4499.549
4499.528,4499.528,4498.964,4498.964
4498.959,4498.959,4498.479,4498.479
4498.472,4498.472,4497.927,4497.927
4497.922,4497.922,4497.389,4497.389
4497.389,4505.121,4497.092,4504.883
4504.87,4504.923,4504.427,4504.427
4504.423,4504.423,4503.933,4503.933
4503.921,4503.921,4503.351,4503.351
4503.338,4503.338,4502.818,4502.818
4502.817,4502.817,4502.221,4502.221
4502.217,4502.217,4501.657,4501.657
4501.653,4501.653,4501.123,4501.123
4501.116,4501.116,4500.579,4500.579
4500.555,4500.555,4499.937,4499.937
4499.923,4499.923,4499.41,4499.41
4499.399,4499.399,4498.884,4498.884
4498.871,4498.871,4498.322,4498.322
4498.31,4498.31,4497.774,4497.774
4497.77,4497.77,4497.243,4497.243
4497.241,4497.241,4496.68,4496.68
4496.669,4496.669,4496.16,4496.16
4496.153,4496.153,4495.668,4495.668
4495.658,4495.658,4495.142,4495.142
4495.126,4495.126,4494.595,4494.595
4494.582,4494.582,4494.086,4494.086
4494.075,4494.075,4493.539,4493.539
4493.523,4493.523,4492.967,4492.967
4492.953,4492.953,4492.428,4492.428
4492.422,4492.422,4491.879,4491.879
4491.877,4491.877,4491.357,4491.357
4491.349,4491.349,4490.877,4490.877
4490.868,4490.868,4490.359,4490.359
4490.354,4490.354,4489.808,4489.808
4489.807,4489.807,4489.191,4489.191
4489.187,4489.187,4488.616,4488.616
4488.612,4488.612,4488.081,4488.081
4488.081,4488.081,4487.61,4487.61
4487.595,4487.595,4487.117,4487.117
4487.105,4487.105,4486.552,4486.552
4486.538,4486.538,4486.009,4486.009
4486.002,4486.002,4485.489,4485.489
4485.484,4485.484,4484.909,4484.909
4484.902,4484.902,4484.425,4484.425
4484.412,4484.412,4483.827,4483.827
4483.817,4483.817,4483.281,4483.281
4483.269,4483.269,4482.727,4482.727
4482.716,4482.716,4482.165,4482.165
4482.147,4482.147,4481.623,4481.623
4481.618,4481.618,4481.105,4481.105
4481.095,4481.095,4480.533,4480.533
4480.524,4480.524,4480.001,4480.001
4479.988,4479.988,4479.396,4479.396
4479.377,4479.377,4478.869,4478.869
4478.858,4478.858,4478.369,4478.369
4478.355,4478.355,4477.838,4477.838
4477.832,4483.689,4477.746,4483.389
4483.37,4491.812,4483.011,4491.625
4491.615,4491.615,4491.064,4491.064
4491.053,4491.053,4490.565,4490.565
4490.546,4490.546,4490,4490
4489.999,4498.363,4489.643,4498.197
4498.195,4498.195,4497.652,4497.652
4497.64,4497.64,4497.051,4497.051
4497.043,4497.043,4496.511,4496.511
4496.504,4496.504,4496.011,4496.011
4495.992,4507.625,4495.519,4507.534
4507.523,4507.523,4506.994,4506.994
4506.993,4506.993,4506.448,4506.448
4506.437,4510.458,4506.341,4510.03
4510.018,4510.018,4509.529,4509.529
4509.52,4509.52,4508.967,4508.967
4508.966,4508.966,4508.463,4508.463
4508.462,4508.462,4507.979,4507.979
4507.96,4507.96,4507.429,4507.429
4507.424,4507.424,4506.952,4506.952
4506.946,4514.838,4506.496,4514.773
4514.772,4514.772,4514.128,4514.128
4514.107,4514.107,4513.594,4513.594
4513.589,4513.589,4513.089,4513.089
4513.08,4513.08,4512.565,4512.565
4512.562,4512.562,4511.959,4511.959
4511.938,4511.938,4511.41,4511.41
4511.399,4511.399,4510.868,4510.868
4510.86,4510.86,4510.328,4510.328
4510.324,4510.324,4509.73,4509.73
4509.724,4509.724,4509.224,4509.224
4509.222,4509.222,4508.664,4508.664
4508.651,4508.651,4508.164,4508.164
4508.156,4508.156,4507.608,4507.608
4507.591,4507.591,4507.032,4507.032
4507.025,4507.025,4506.518,4506.518
4506.51,4506.51,4505.953,4505.953
4505.94,4505.94,4505.369,4505.369
4505.363,4505.363,4504.822,4504.822
4504.811,4504.811,4504.198,4504.198
4504.194,4507.157,4504.033,4506.866
4506.839,4506.839,4506.31,4506.31
4506.298,4506.298,4505.741,4505.741
4505.728,4505.728,4505.244,4505.244
4505.228,4505.228,4504.74,4504.74
4504.73,4504.73,4504.225,4504.225
4504.204,4504.204,4503.702,4503.702
4503.688,4503.688,4503.079,4503.079
4503.075,4503.075,4502.556,4502.556
4502.555,4502.555,4502.047,4502.047
4502.031,4502.031,4501.483,4501.483
4501.47,4501.47,4500.936,4500.936
4500.926,4500.926,4500.38,4500.38
4500.365,4500.365,4499.821,4499.821
4499.811,4499.811,4499.214,4499.214
4499.213,4499.213,4498.656,4498.656
4498.65,4498.65,4498.166,4498.166
4498.166,4498.166,4497.659,4497.659
4497.636,4497.636,4497.049,4497.049
4497.034,4501.313,4496.945,4500.863
4500.842,4500.842,4500.382,4500.382
4500.381,4500.381,4499.845,4499.845
4499.844,4499.844,4499.202,4499.202
4499.193,4499.193,4498.654,4498.654
4498.648,4498.648,4498.076,4498.076
4498.075,4498.075,4497.499,4497.499
4497.485,4497.485,4496.947,4496.947
4496.932,4504.665,4496.287,4504.662
4504.66,4504.66,4504.2,4504.2
4504.196,4504.196,4503.634,4503.634
4503.631,4503.631,4503.102,4503.102
4503.087,4503.087,4502.614,4502.614
4502.602,4502.602,4502.092,4502.092
4502.085,4502.085,4501.61,4501.61
4501.599,4501.599,4501.057,4501.057
4501.043,4501.043,4500.479,4500.479
4500.477,4500.477,4499.926,4499.926
4499.924,4499.924,4499.36,4499.36
4499.348,4501.488,4498.914,4501.435
4501.425,4501.425,4500.949,4500.949
4500.945,4500.945,4500.415,4500.415
4500.398,4507.455,4500.353,4506.994
4506.994,4506.994,4506.491,4506.491
4506.489,4506.489,4505.848,4505.848
4505.832,4505.832,4505.279,4505.279
4505.266,4505.266,4504.693,4504.693
4504.689,4504.689,4504.219,4504.219
4504.208,4515.925,4503.846,4515.789
4515.777,4515.777,4515.208,4515.208
4515.193,4515.193,4514.662,4514.662
4514.651,4514.651,4514.113,4514.113
4514.105,4514.105,4513.509,4513.509
4513.491,4513.491,4513.015,4513.015
4513.006,4513.024,4512.727,4512.74
4512.716,4512.716,4512.168,4512.168
4512.164,4512.164,4511.626,4511.626
4511.62,4511.62,4511.128,4511.128
4511.12,4511.12,4510.602,4510.602
4510.597,4510.597,4510.194,4510.194
4510.19,4514.044,4509.706,4513.988
4513.975,4513.975,4513.368,4513.368
4513.366,4513.466,4513.09,4513.266
4513.254,4513.254,4512.74,4512.74
4512.733,4512.733,4512.276,4512.276
4512.261,4512.261,4511.778,4511.778
4511.776,4511.776,4511.208,4511.208
4511.194,4511.194,4510.71,4510.71
4510.702,4510.702,4510.081,4510.081
4510.072,4513.409,4509.64,4513.315
4513.313,4513.313,4512.754,4512.754
4512.738,4512.738,4512.244,4512.244
4512.229,4514.961,4512.058,4514.554
4514.544,4514.544,4514.012,4514.012
4513.992,4513.992,4513.487,4513.487
4513.487,4513.487,4512.912,4512.912
4512.909,4512.909,4512.387,4512.387
4512.359,4512.359,4511.838,4511.838
4511.837,4511.837,4511.357,4511.357
4511.348,4511.348,4510.787,4510.787
4510.776,4510.776,4510.204,4510.204
4510.195,4510.195,4509.687,4509.687
4509.68,4509.68,4509.084,4509.084
4509.078,4509.078,4508.581,4508.581
4508.576,4508.576,4508.037,4508.037
4508.035,4508.035,4507.601,4507.601
4507.583,4507.583,4507.043,4507.043
4507.039,4507.039,4506.49,4506.49
4506.483,4506.483,4506.025,4506.025
4506.015,4506.015,4505.512,4505.512
4505.495,4505.495,4504.983,4504.983
4504.974,4507.181,4504.588,4506.991
4506.984,4506.984,4506.418,4506.418
4506.402,4506.402,4505.879,4505.879
4505.871,4505.871,4505.474,4505.474
4505.472,4505.472,4504.874,4504.874
4504.861,4504.861,4504.341,4504.341
4504.335,4504.335,4503.79,4503.79
4503.784,4503.784,4503.276,4503.276
4503.263,4503.263,4502.683,4502.683
4502.672,4502.672,4502.041,4502.041
4502.039,4502.039,4501.504,4501.504
4501.498,4501.498,4500.905,4500.905
4500.889,4500.889,4500.431,4500.431
4500.419,4500.419,4499.905,4499.905
4499.889,4499.889,4499.398,4499.398
4499.391,4499.391,4498.852,4498.852
4498.844,4498.844,4498.296,4498.296
4498.285,4498.285,4497.789,4497.789
4497.775,4497.775,4497.285,4497.285
4497.283,4497.283,4496.735,4496.735
4496.726,4496.726,4496.235,4496.235
4496.226,4496.226,4495.637,4495.637
4495.617,4495.617,4495.038,4495.038
4495.033,4495.033,4494.475,4494.475
4494.461,4494.461,4493.874,4493.874
4493.873,4493.873,4493.368,4493.368
4493.355,4493.355,4492.753,4492.753
4492.752,4492.752,4492.24,4492.24
4492.234,4492.234,4491.706,4491.706
4491.697,4491.697,4491.208,4491.208
4491.186,4491.186,4490.689,4490.689
4490.664,4490.664,4490.145,4490.145
4490.137,4496.293,4489.913,4495.979
4495.966,4495.966,4495.36,4495.36
4495.356,4495.356,4494.799,4494.799
4494.787,4499.996,4494.351,4499.933
4499.93,4499.93,4499.389,4499.389
4499.386,4499.386,4498.866,4498.866
4498.849,4498.849,4498.283,4498.283
4498.282,4498.282,4497.69,4497.69
4497.675,4497.675,4497.123,4497.123
4497.118,4497.118,4496.64,4496.64
4496.632,4496.632,4496.107,4496.107
4496.107,4496.107,4495.563,4495.563
4495.561,4495.561,4495.093,4495.093
4495.079,4495.079,4494.55,4494.55
4494.548,4494.548,4494.003,4494.003
4494.003,4494.003,4493.459,4493.459
4493.459,4493.459,4492.935,4492.935
4492.92,4492.92,4492.371,4492.371
4492.352,4492.352,4491.759,4491.759
4491.751,4498.931,4491.209,4498.928
4498.922,4498.922,4498.362,4498.362
4498.346,4498.346,4497.789,4497.789
4497.781,4497.781,4497.338,4497.338
4497.336,4497.336,4496.781,4496.781
4496.766,4500.113,4496.63,4499.769
4499.751,4499.751,4499.185,4499.185
4499.173,4499.173,4498.745,4498.745
4498.739,4498.739,4498.24,4498.24
4498.238,4498.238,4497.765,4497.765
4497.761,4497.761,4497.257,4497.257
4497.253,4497.253,4496.702,4496.702
4496.689,4496.689,4496.173,4496.173
4496.166,4496.166,4495.51,4495.51
4495.48,4495.48,4495,4495
4494.992,4494.992,4494.46,4494.46
4494.446,4494.446,4493.95,4493.95
4493.949,4493.949,4493.421,4493.421
4493.419,4493.419,4492.989,4492.989
4492.982,4492.982,4492.407,4492.407
4492.396,4492.396,4491.942,4491.942
4491.937,4491.937,4491.392,4491.392
4491.386,4491.386,4490.854,4490.854
4490.851,4490.851,4490.345,4490.345
4490.344,4490.344,4489.742,4489.742
4489.738,4489.738,4489.171,4489.171
4489.153,4498.276,4489.085,4497.886
4497.87,4497.87,4497.4,4497.4
4497.391,4497.391,4496.734,4496.734
4496.72,4496.72,4496.215,4496.215
4496.215,4496.215,4495.663,4495.663
4495.659,4495.659,4495.035,4495.035
4495.029,4495.029,4494.553,4494.553
4494.549,4495.16,4494.047,4495.133
4495.115,4495.115,4494.699,4494.699
4494.689,4494.689,4494.221,4494.221
4494.214,4494.214,4493.654,4493.654
4493.651,4493.651,4493.141,4493.141
4493.134,4493.799,4492.882,4493.472
4493.456,4493.456,4492.988,4492.988
4492.973,4492.973,4492.396,4492.396
4492.37,4492.37,4491.912,4491.912
4491.896,4491.896,4491.421,4491.421
4491.414,4491.414,4490.971,4490.971
4490.964,4490.964,4490.412,4490.412
4490.387,4490.387,4489.832,4489.832
4489.819,4489.819,4489.283,4489.283
4489.269,4489.269,4488.825,4488.825
4488.815,4488.815,4488.341,4488.341
4488.324,4488.324,4487.794,4487.794
4487.773,4488.867,4487.718,4488.32
4488.319,4488.319,4487.815,4487.815
4487.799,4489.776,4487.672,4489.389
4489.375,4497.513,4489.143,4497.248
4497.242,4497.242,4496.693,4496.693
4496.682,4496.682,4496.059,4496.059
4496.057,4496.057,4495.523,4495.523
4495.515,4495.515,4494.876,4494.876
4494.866,4494.866,4494.285,4494.285
4494.276,4494.276,4493.729,4493.729
4493.726,4493.726,4493.218,4493.218
4493.208,4493.208,4492.927,4492.927
4492.925,4492.925,4492.456,4492.456
4492.445,4492.445,4491.815,4491.815
4491.813,4500.797,4491.718,4500.348
4500.343,4500.343,4499.81,4499.81
4499.802,4499.802,4499.274,4499.274
4499.263,4499.263,4498.765,4498.765
4498.764,4501.191,4498.7,4500.749
4500.744,4500.744,4500.263,4500.263
4500.256,4500.256,4499.869,4499.869
4499.865,4499.865,4499.34,4499.34
4499.335,4499.335,4498.8,4498.8
4498.795,4498.795,4498.254,4498.254
4498.253,4498.253,4497.605,4497.605
4497.588,4497.588,4497.022,4497.022
